471	translate.google.com.mx	5574665384	1	2/18/13	YAJI_DBA                      
1095	translate.google.es	5574905416	1	3/26/14	SHIDLEKAR_DBA                 
6126	www.google.tn	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
3483	www.google.com.kw	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
2667	www.google.com.	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
3486	www.google.com.lb	5574630834	1	3/26/14	SHIDLEKAR_DBA                 
624	translate.google.co.kr	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
90	images.google.ca	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
1119	www.google.ch	5574687551	1	2/18/13	YAJI_DBA                      
3565	www.google.com.ly	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
1010	translate.google.cz	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
1235	translate.google.it	5574636706	1	3/26/14	SHIDLEKAR_DBA                 
1215	translate.google.hu	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
1926	www.google.com.kh	5574713581	1	2/18/13	YAJI_DBA                      
3488	www.google.com.lb	5574631264	1	3/26/14	SHIDLEKAR_DBA                 
661	translate.google.co.uk	5574636706	1	3/26/14	SHIDLEKAR_DBA                 
1479	webcache.googleusercontent.com	5574631264	1	3/26/14	SHIDLEKAR_DBA                 
12	feedproxy.google.com	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
1077	www.google.by	5574765554	1	2/18/13	YAJI_DBA                      
1000	translate.google.cz	5574670702	1	3/26/14	SHIDLEKAR_DBA                 
158	images.google.co.uk	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
4844	www.google.gr	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
3520	www.google.com.lb	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
1621	www.google.am	5574858087	1	3/26/14	SHIDLEKAR_DBA                 
1016	translate.google.cz	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
865	translate.google.com.tr	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
1031	translate.google.de	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
1139	translate.google.fr	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
2885	www.google.com.bn	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
3917	www.google.com.ph	5574858087	1	3/26/14	SHIDLEKAR_DBA                 
4939	www.google.hr	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
524	plus.url.google.com	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
1969	www.google.ch	5574630834	1	3/26/14	SHIDLEKAR_DBA                 
3482	www.google.com.kw	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
631	translate.google.co.kr	5574670702	1	3/26/14	SHIDLEKAR_DBA                 
390	translate.google.co.uk	5574966629	1	2/18/13	YAJI_DBA                      
2602	www.google.co.za	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
3397	www.google.si	5574707259	1	2/18/13	YAJI_DBA                      
2711	www.google.com.ar	5574636706	1	3/26/14	SHIDLEKAR_DBA                 
1938	www.google.com.kw	5574634986	1	2/18/13	YAJI_DBA                      
294	images.google.it	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
1956	www.google.ca	5574905416	1	3/26/14	SHIDLEKAR_DBA                 
2815	www.google.hu	5574642932	1	2/18/13	YAJI_DBA                      
1984	www.google.ch	5574670702	1	3/26/14	SHIDLEKAR_DBA                 
5556	www.google.mn	5574856753	1	3/26/14	SHIDLEKAR_DBA                 
491	news.google.com	5575051929	1	3/26/14	SHIDLEKAR_DBA                 
766	translate.google.com.br	5574889594	1	3/26/14	SHIDLEKAR_DBA                 
2626	www.google.fi	5574634006	1	2/18/13	YAJI_DBA                      
336	images.google.ru	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
162	images.google.co.uk	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
2409	www.google.co.ma	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
5050	www.google.ie	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
4171	www.google.com.sg	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
4378	www.google.com.uy	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
1059	www.google.by	5574628922	1	2/18/13	YAJI_DBA                      
3111	www.google.com.cy	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
489	news.google.com	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
5943	www.google.rs	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
6155	www.google.tt	5574636706	1	3/26/14	SHIDLEKAR_DBA                 
1710	www.google.az	5574905416	1	3/26/14	SHIDLEKAR_DBA                 
2371	www.google.com.tr	5574630747	1	2/18/13	YAJI_DBA                      
2306	www.google.co.ke	5574641592	1	3/26/14	SHIDLEKAR_DBA                 
3619	www.google.com.mx	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
6161	www.google.tt	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
1685	www.google.az	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
1607	www.google.am	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
2878	www.google.com.bn	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
2907	www.google.it	5574642932	1	2/18/13	YAJI_DBA                      
652	translate.google.co.kr	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
2057	www.google.cm	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
318	images.google.it	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
480	news.google.com	5574905416	1	3/26/14	SHIDLEKAR_DBA                 
3333	www.google.com.hk	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
829	translate.google.com.mx	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
2850	www.google.com.bh	5574856753	1	3/26/14	SHIDLEKAR_DBA                 
949	www.google.az	5574634986	1	2/18/13	YAJI_DBA                      
4637	www.google.es	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
1933	www.google.ca	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
4506	www.google.de	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
4575	www.google.dz	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
340	images.google.ru	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
604	translate.google.es	5574634986	1	2/18/13	YAJI_DBA                      
1222	translate.google.hu	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
2596	www.google.ee	5574775120	1	2/18/13	YAJI_DBA                      
11	feedproxy.google.com	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
4626	www.google.ee	5575041168	1	3/26/14	SHIDLEKAR_DBA                 
3129	www.google.com.do	5574646209	1	3/26/14	SHIDLEKAR_DBA                 
4344	www.google.com.ua	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
3443	www.google.com.kh	5575051929	1	3/26/14	SHIDLEKAR_DBA                 
4104	www.google.com.sa	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
897	translate.google.com.tr	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
4447	www.google.cz	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
255	images.google.fr	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
2834	www.google.ie	5574634750	1	2/18/13	YAJI_DBA                      
1131	translate.google.fr	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
1243	translate.google.it	5574646209	1	3/26/14	SHIDLEKAR_DBA                 
3176	www.google.com.ec	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
3837	www.google.com.om	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
3294	www.google.ro	5574634750	1	2/18/13	YAJI_DBA                      
1465	translate.googleusercontent.com	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
1436	translate.googleusercontent.com	5574630834	1	3/26/14	SHIDLEKAR_DBA                 
1126	translate.google.fr	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
99	images.google.ca	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
648	translate.google.co.kr	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
3049	www.google.com.co	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
2414	www.google.com.tw	5574966629	1	2/18/13	YAJI_DBA                      
4768	www.google.ge	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
1748	www.google.ba	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
2703	www.google.com.	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
5129	www.google.is	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
2894	www.google.com.bn	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
3025	www.google.com.bz	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
3233	www.google.com.eg	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
6050	www.google.si	5574859090	1	3/26/14	SHIDLEKAR_DBA                 
59	google.com	5574737088	1	3/26/14	SHIDLEKAR_DBA                 
1307	www.google.co.ke	5574765554	1	2/18/13	YAJI_DBA                      
3172	www.google.com.ec	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
1894	www.google.by	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
946	www.google.az	5574633013	1	2/18/13	YAJI_DBA                      
2812	www.google.com.bd	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
5812	www.google.ps	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
603	translate.google.co.jp	5574905416	1	3/26/14	SHIDLEKAR_DBA                 
538	translate.google.ca	5574636706	1	3/26/14	SHIDLEKAR_DBA                 
2467	www.google.co.th	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
5952	www.google.ru	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
2770	www.google.com.au	5574859090	1	3/26/14	SHIDLEKAR_DBA                 
1279	www.google.co.jp	5574679764	1	2/18/13	YAJI_DBA                      
4161	www.google.com.sg	5574852455	1	3/26/14	SHIDLEKAR_DBA                 
1150	translate.google.gr	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
1113	translate.google.fr	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
2364	www.google.co.kr	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
179	images.google.com	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
1338	translate.google.pl	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
550	translate.google.com.vn	5574807392	1	2/18/13	YAJI_DBA                      
3415	www.google.com.kh	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
1722	www.google.az	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
2669	www.google.ge	5574628922	1	2/18/13	YAJI_DBA                      
2261	www.google.co.jp	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
2747	www.google.com.ar	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
1660	www.google.at	5574852455	1	3/26/14	SHIDLEKAR_DBA                 
815	translate.google.com.hk	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
132	images.google.co.uk	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
2271	www.google.com.py	5574713581	1	2/18/13	YAJI_DBA                      
753	translate.google.com.br	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
972	www.google.ba	5574634986	1	2/18/13	YAJI_DBA                      
1593	www.google.al	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
1591	www.google.al	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
2843	www.google.ie	5574679764	1	2/18/13	YAJI_DBA                      
2281	www.google.com.qa	5574634006	1	2/18/13	YAJI_DBA                      
812	translate.google.com.hk	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
1231	translate.google.it	5574630834	1	3/26/14	SHIDLEKAR_DBA                 
3183	www.google.com.ec	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
2133	www.google.co.id	5574630834	1	3/26/14	SHIDLEKAR_DBA                 
2341	www.google.co.kr	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
688	translate.google.co.uk	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
257	images.google.fr	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
3528	www.google.com.ly	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
2216	www.google.co.in	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
2536	www.google.co.uk	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
1895	www.google.by	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
508	translate.google.com.ua	5574630747	1	2/18/13	YAJI_DBA                      
1711	www.google.az	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
235	images.google.de	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
1558	www.google.ae	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
3662	www.google.com.my	5574646209	1	3/26/14	SHIDLEKAR_DBA                 
587	translate.google.co.jp	5574646209	1	3/26/14	SHIDLEKAR_DBA                 
2211	www.google.co.il	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
2356	www.google.co.kr	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
2973	www.google.com.br	5574856753	1	3/26/14	SHIDLEKAR_DBA                 
2782	www.google.com.au	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
3526	www.google.com.lb	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
1220	www.google.co.il	5574628922	1	2/18/13	YAJI_DBA                      
535	translate.google.ca	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
4929	www.google.hr	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
2761	www.google.com.au	5574649640	1	3/26/14	SHIDLEKAR_DBA                 
3136	www.google.com.do	5574852455	1	3/26/14	SHIDLEKAR_DBA                 
3014	www.google.lu	5574628922	1	2/18/13	YAJI_DBA                      
2499	www.google.co.th	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
1852	www.google.bs	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
2477	www.google.co.th	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
1794	www.google.be	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
2833	www.google.ie	5574634006	1	2/18/13	YAJI_DBA                      
2686	www.google.com.	5574856753	1	3/26/14	SHIDLEKAR_DBA                 
276	images.google.fr	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
6031	www.google.si	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
1908	www.google.by	5574858087	1	3/26/14	SHIDLEKAR_DBA                 
1832	www.google.bg	5574889594	1	3/26/14	SHIDLEKAR_DBA                 
3160	www.google.com.ec	5574631264	1	3/26/14	SHIDLEKAR_DBA                 
2624	www.google.co.za	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
580	translate.google.co.jp	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
3201	www.google.com.eg	5574631264	1	3/26/14	SHIDLEKAR_DBA                 
2783	www.google.com.au	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
2295	www.google.co.jp	5575051929	1	3/26/14	SHIDLEKAR_DBA                 
2263	www.google.co.jp	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
589	translate.google.co.jp	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
177	images.google.com	5574646209	1	3/26/14	SHIDLEKAR_DBA                 
684	translate.google.co.uk	5574889594	1	3/26/14	SHIDLEKAR_DBA                 
2128	www.google.co.cr	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
1326	translate.google.pl	5574649640	1	3/26/14	SHIDLEKAR_DBA                 
806	translate.google.com.hk	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
525	plus.url.google.com	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
4609	www.google.ee	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
1996	www.google.com.ly	5574737746	1	2/18/13	YAJI_DBA                      
2991	www.google.com.br	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
47	google.com	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
745	translate.google.com.br	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
5682	www.google.nl	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
1905	www.google.by	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
1720	www.google.az	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
6039	www.google.si	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
5414	www.google.lv	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
3499	www.google.com.lb	5574649640	1	3/26/14	SHIDLEKAR_DBA                 
925	translate.google.com.ua	5574859090	1	3/26/14	SHIDLEKAR_DBA                 
345	images.google.ru	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
2140	www.google.co.id	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
1515	webcache.googleusercontent.com	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
2327	www.google.co.ke	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
5393	www.google.lu	5574858087	1	3/26/14	SHIDLEKAR_DBA                 
1770	www.google.com.do	5574966629	1	2/18/13	YAJI_DBA                      
744	translate.google.com.br	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
2406	www.google.co.ma	5574889594	1	3/26/14	SHIDLEKAR_DBA                 
2888	www.google.com.bn	5574737088	1	3/26/14	SHIDLEKAR_DBA                 
649	translate.google.co.kr	5575041168	1	3/26/14	SHIDLEKAR_DBA                 
3061	www.google.com.co	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
1191	www.google.co.cr	5574737746	1	2/18/13	YAJI_DBA                      
2224	www.google.co.in	5574641592	1	3/26/14	SHIDLEKAR_DBA                 
282	images.google.fr	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
2771	www.google.com.au	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
3403	www.google.com.jm	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
2059	www.google.cm	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
2049	www.google.cl	5575051929	1	3/26/14	SHIDLEKAR_DBA                 
937	translate.google.com.ua	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
2557	www.google.co.ve	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
427	maps.google.de	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
34	google.com	5574665384	1	2/18/13	YAJI_DBA                      
586	translate.google.co.jp	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
1598	www.google.com.bh	5574665384	1	2/18/13	YAJI_DBA                      
5789	www.google.ps	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
509	plus.url.google.com	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
1101	www.google.ca	5574775120	1	2/18/13	YAJI_DBA                      
3288	www.google.pt	5574966629	1	2/18/13	YAJI_DBA                      
1275	translate.google.nl	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
1524	www.google.ae	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
2578	www.google.co.ve	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
6206	www.googletvforum.org	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
324	images.google.it	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
1189	translate.google.gr	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
6207	www.googletvforum.org	5574670702	1	3/26/14	SHIDLEKAR_DBA                 
2151	www.google.co.id	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
1325	translate.google.pl	5574646209	1	3/26/14	SHIDLEKAR_DBA                 
4912	www.google.hn	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
1910	www.google.by	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
2136	www.google.co.id	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
1108	translate.google.fr	5574630834	1	3/26/14	SHIDLEKAR_DBA                 
854	translate.google.com.mx	5575041168	1	3/26/14	SHIDLEKAR_DBA                 
610	translate.google.co.jp	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
1849	www.google.bs	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
398	mail.google.com	5574905416	1	3/26/14	SHIDLEKAR_DBA                 
1989	www.google.ch	5574856753	1	3/26/14	SHIDLEKAR_DBA                 
1464	translate.googleusercontent.com	5574905416	1	3/26/14	SHIDLEKAR_DBA                 
2297	www.google.co.ke	5574630834	1	3/26/14	SHIDLEKAR_DBA                 
722	translate.google.com	5574878453	1	3/26/14	SHIDLEKAR_DBA                 
2398	www.google.co.ma	5574852455	1	3/26/14	SHIDLEKAR_DBA                 
264	images.google.fr	5574737088	1	3/26/14	SHIDLEKAR_DBA                 
1787	www.google.be	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
2679	www.google.com.	5574649640	1	3/26/14	SHIDLEKAR_DBA                 
2541	www.google.dk	5574665384	1	2/18/13	YAJI_DBA                      
957	translate.google.com.vn	5574649640	1	3/26/14	SHIDLEKAR_DBA                 
356	images.google.ru	5574889594	1	3/26/14	SHIDLEKAR_DBA                 
224	mail.google.com	5574713581	1	2/18/13	YAJI_DBA                      
683	translate.google.hu	5574707259	1	2/18/13	YAJI_DBA                      
803	translate.google.com.hk	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
1344	translate.google.pl	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
4985	www.google.ht	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
1378	translate.google.ro	5574878453	1	3/26/14	SHIDLEKAR_DBA                 
2910	www.google.it	5574673347	1	2/18/13	YAJI_DBA                      
1373	translate.google.ro	5574852455	1	3/26/14	SHIDLEKAR_DBA                 
2854	www.google.com.bh	5574878453	1	3/26/14	SHIDLEKAR_DBA                 
3338	www.google.ru	5574633013	1	2/18/13	YAJI_DBA                      
5002	www.google.ht	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
674	translate.google.co.uk	5574737088	1	3/26/14	SHIDLEKAR_DBA                 
3255	www.google.com.gh	5574670702	1	3/26/14	SHIDLEKAR_DBA                 
1180	www.google.co.cr	5574636783	1	2/18/13	YAJI_DBA                      
2343	www.google.co.kr	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
2137	www.google.co.id	5574636706	1	3/26/14	SHIDLEKAR_DBA                 
3229	www.google.com.eg	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
1875	www.google.bs	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
681	translate.google.co.uk	5574878453	1	3/26/14	SHIDLEKAR_DBA                 
2507	www.google.co.uk	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
2221	www.google.com.pk	5574674899	1	2/18/13	YAJI_DBA                      
3361	www.google.com.hk	5575051929	1	3/26/14	SHIDLEKAR_DBA                 
1185	translate.google.gr	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
133	images.google.co.uk	5574641592	1	3/26/14	SHIDLEKAR_DBA                 
1152	www.google.cm	5574630747	1	2/18/13	YAJI_DBA                      
5594	www.google.mu	5574737088	1	3/26/14	SHIDLEKAR_DBA                 
278	plus.url.google.com	5574630747	1	2/18/13	YAJI_DBA                      
2274	www.google.com.py	5574775120	1	2/18/13	YAJI_DBA                      
3127	www.google.mn	5574966629	1	2/18/13	YAJI_DBA                      
1060	translate.google.de	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
2955	www.google.com.br	5574631264	1	3/26/14	SHIDLEKAR_DBA                 
2160	www.google.co.id	5574889594	1	3/26/14	SHIDLEKAR_DBA                 
749	translate.google.com.br	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
733	translate.google.com	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
1394	translate.google.ro	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
2730	www.google.com.ar	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
774	translate.google.com.br	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
1980	www.google.ch	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
554	translate.google.cz	5574630747	1	2/18/13	YAJI_DBA                      
739	translate.google.com.br	5574630834	1	3/26/14	SHIDLEKAR_DBA                 
1071	www.google.by	5574674899	1	2/18/13	YAJI_DBA                      
2201	www.google.co.il	5574889594	1	3/26/14	SHIDLEKAR_DBA                 
33	google.com	5574649121	1	2/18/13	YAJI_DBA                      
3157	www.google.com.do	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
2118	www.google.co.cr	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
194	images.google.com	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
2623	www.google.fi	5574628922	1	2/18/13	YAJI_DBA                      
1567	www.google.al	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
249	images.google.fr	5574631264	1	3/26/14	SHIDLEKAR_DBA                 
5093	www.google.iq	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
3091	www.google.com.cy	5574670702	1	3/26/14	SHIDLEKAR_DBA                 
1179	translate.google.gr	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
1283	translate.google.nl	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
284	images.google.fr	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
1281	translate.google.nl	5574641592	1	3/26/14	SHIDLEKAR_DBA                 
6029	www.google.si	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
2597	www.google.co.za	5574649640	1	3/26/14	SHIDLEKAR_DBA                 
3101	www.google.me	5574765554	1	2/18/13	YAJI_DBA                      
140	images.google.co.uk	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
486	news.google.com	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
1092	translate.google.es	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
2405	www.google.co.ma	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
990	translate.google.cz	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
4009	www.google.com.pr	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
4874	www.google.gr	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
3460	www.google.com.kw	5574670702	1	3/26/14	SHIDLEKAR_DBA                 
2825	www.google.com.bd	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
2539	www.google.dk	5574642932	1	2/18/13	YAJI_DBA                      
3011	www.google.lt	5574807392	1	2/18/13	YAJI_DBA                      
2428	www.google.com.ua	5574674899	1	2/18/13	YAJI_DBA                      
2404	www.google.co.ma	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
2817	www.google.com.bd	5574905416	1	3/26/14	SHIDLEKAR_DBA                 
3212	www.google.com.eg	5574649640	1	3/26/14	SHIDLEKAR_DBA                 
1526	www.google.ae	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
1356	translate.google.ro	5574631264	1	3/26/14	SHIDLEKAR_DBA                 
2229	www.google.co.in	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
1529	www.google.ae	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
3058	www.google.com.co	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
2688	www.google.com.	5574859090	1	3/26/14	SHIDLEKAR_DBA                 
2993	www.google.com.br	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
2232	www.google.com.pr	5574628922	1	2/18/13	YAJI_DBA                      
1087	translate.google.es	5574856753	1	3/26/14	SHIDLEKAR_DBA                 
244	images.google.de	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
1935	www.google.com.kw	5574633013	1	2/18/13	YAJI_DBA                      
507	plus.url.google.com	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
1853	www.google.bs	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
1753	www.google.ba	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
300	images.google.it	5574646209	1	3/26/14	SHIDLEKAR_DBA                 
2433	www.google.com.ua	5574737746	1	2/18/13	YAJI_DBA                      
78	google.com	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
4480	www.google.de	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
